Date,history,bussiness_as_usual,strongest_policy,weakest_policy
2020-05-08,6,NULL,NULL,NULL
2020-05-09,62,NULL,NULL,NULL
2020-05-10,0,NULL,NULL,NULL
2020-05-11,0,NULL,NULL,NULL
2020-05-12,34,NULL,NULL,NULL
2020-05-13,14,NULL,NULL,NULL
2020-05-14,26,NULL,NULL,NULL
2020-05-15,28,NULL,NULL,NULL
2020-05-16,46,NULL,NULL,NULL
2020-05-17,29,NULL,NULL,NULL
2020-05-18,15,NULL,NULL,NULL
2020-05-19,25,NULL,NULL,NULL
2020-05-20,19,NULL,NULL,NULL
2020-05-21,22,NULL,NULL,NULL
2020-05-22,23,NULL,NULL,NULL
2020-05-23,36,NULL,NULL,NULL
2020-05-24,27,NULL,NULL,NULL
2020-05-25,11,NULL,NULL,NULL
2020-05-26,13,NULL,NULL,NULL
2020-05-27,14,NULL,NULL,NULL
2020-05-28,11,NULL,NULL,NULL
2020-05-29,33,NULL,NULL,NULL
2020-05-30,0,NULL,NULL,NULL
2020-05-31,18,NULL,NULL,NULL
2020-06-01,11,NULL,NULL,NULL
2020-06-02,13,NULL,NULL,NULL
2020-06-03,16,NULL,NULL,NULL
2020-06-04,7,NULL,NULL,NULL
2020-06-05,8,NULL,NULL,NULL
2020-06-06,0,NULL,NULL,NULL
2020-06-07,1,NULL,NULL,NULL
2020-06-08,1,NULL,NULL,NULL
2020-06-09,4,NULL,NULL,NULL
2020-06-10,1,NULL,NULL,NULL
2020-06-11,2,NULL,NULL,NULL
2020-06-12,0,NULL,NULL,NULL
2020-06-13,0,NULL,NULL,NULL
2020-06-14,1,NULL,NULL,NULL
2020-06-15,0,NULL,NULL,NULL
2020-06-16,3,NULL,NULL,NULL
2020-06-17,0,NULL,NULL,NULL
2020-06-18,0,NULL,NULL,NULL
2020-06-19,3,NULL,NULL,NULL
2020-06-20,0,NULL,NULL,NULL
2020-06-21,0,NULL,NULL,NULL
2020-06-22,0,NULL,NULL,NULL
2020-06-23,2,NULL,NULL,NULL
2020-06-24,0,NULL,NULL,NULL
2020-06-25,2,NULL,NULL,NULL
2020-06-26,1,NULL,NULL,NULL
2020-06-27,0,NULL,NULL,NULL
2020-06-28,1,NULL,NULL,NULL
2020-06-29,0,NULL,NULL,NULL
2020-06-30,0,NULL,NULL,NULL
2020-07-01,0,NULL,NULL,NULL
2020-07-02,1,NULL,NULL,NULL
2020-07-03,2,NULL,NULL,NULL
2020-07-04,0,NULL,NULL,NULL
2020-07-05,1,NULL,NULL,NULL
2020-07-06,0,NULL,NULL,NULL
2020-07-07,0,NULL,NULL,NULL
2020-07-08,0,NULL,NULL,NULL
2020-07-09,0,NULL,NULL,NULL
2020-07-10,1,NULL,NULL,NULL
2020-07-11,0,NULL,NULL,NULL
2020-07-12,6,NULL,NULL,NULL
2020-07-13,0,NULL,NULL,NULL
2020-07-14,3,NULL,NULL,NULL
2020-07-15,0,NULL,NULL,NULL
2020-07-16,1,NULL,NULL,NULL
2020-07-17,0,NULL,NULL,NULL
2020-07-18,2,NULL,NULL,NULL
2020-07-19,0,NULL,NULL,NULL
2020-07-20,0,NULL,NULL,NULL
2020-07-21,0,NULL,NULL,NULL
2020-07-22,0,NULL,NULL,NULL
2020-07-23,25,NULL,NULL,NULL
2020-07-24,0,NULL,NULL,NULL
2020-07-25,0,NULL,NULL,NULL
2020-07-26,0,NULL,NULL,NULL
2020-07-27,7,NULL,NULL,NULL
2020-07-28,3,NULL,NULL,NULL
2020-07-29,0,NULL,NULL,NULL
2020-07-30,8,NULL,NULL,NULL
2020-07-31,1,NULL,NULL,NULL
2020-08-01,0,NULL,NULL,NULL
2020-08-02,0,NULL,NULL,NULL
2020-08-03,0,NULL,NULL,NULL
2020-08-04,1,NULL,NULL,NULL
2020-08-05,0,NULL,NULL,NULL
2020-08-06,3,NULL,NULL,NULL
2020-08-07,0,NULL,NULL,NULL
2020-08-08,0,NULL,NULL,NULL
2020-08-09,1,NULL,NULL,NULL
2020-08-10,0,NULL,NULL,NULL
2020-08-11,1,NULL,NULL,NULL
2020-08-12,2,NULL,NULL,NULL
2020-08-13,0,NULL,NULL,NULL
2020-08-14,1,NULL,NULL,NULL
2020-08-15,1,NULL,NULL,NULL
2020-08-16,4,NULL,NULL,NULL
2020-08-17,2,NULL,NULL,NULL
2020-08-18,11,NULL,NULL,NULL
2020-08-19,0,NULL,NULL,NULL
2020-08-20,0,NULL,NULL,NULL
2020-08-21,8,NULL,NULL,NULL
2020-08-22,1,NULL,NULL,NULL
2020-08-23,3,NULL,NULL,NULL
2020-08-24,1,NULL,NULL,NULL
2020-08-25,7,NULL,NULL,NULL
2020-08-26,2,NULL,NULL,NULL
2020-08-27,5,NULL,NULL,NULL
2020-08-28,3,NULL,NULL,NULL
2020-08-29,0,NULL,NULL,NULL
2020-08-30,3,NULL,NULL,NULL
2020-08-31,1,NULL,NULL,NULL
2020-09-01,3,NULL,NULL,NULL
2020-09-02,0,NULL,NULL,NULL
2020-09-03,1,NULL,NULL,NULL
2020-09-04,4,NULL,NULL,NULL
2020-09-05,11,NULL,NULL,NULL
2020-09-06,4,NULL,NULL,NULL
2020-09-07,1,NULL,NULL,NULL
2020-09-08,5,NULL,NULL,NULL
2020-09-09,2,NULL,NULL,NULL
2020-09-10,2,NULL,NULL,NULL
2020-09-11,30,NULL,NULL,NULL
2020-09-12,1,NULL,NULL,NULL
2020-09-13,1,NULL,NULL,NULL
2020-09-14,1,NULL,NULL,NULL
2020-09-15,1,NULL,NULL,NULL
2020-09-16,3,NULL,NULL,NULL
2020-09-17,25,NULL,NULL,NULL
2020-09-18,31,NULL,NULL,NULL
2020-09-19,1,NULL,NULL,NULL
2020-09-20,2,NULL,NULL,NULL
2020-09-21,1,NULL,NULL,NULL
2020-09-22,2,NULL,NULL,NULL
2020-09-23,8,NULL,NULL,NULL
2020-09-24,7,NULL,NULL,NULL
2020-09-25,3,NULL,NULL,NULL
2020-09-26,1,NULL,NULL,NULL
2020-09-27,1,NULL,NULL,NULL
2020-09-28,6,NULL,NULL,NULL
2020-09-29,7,NULL,NULL,NULL
2020-09-30,6,NULL,NULL,NULL
2020-10-01,3,NULL,NULL,NULL
2020-10-02,7,NULL,NULL,NULL
2020-10-03,2,NULL,NULL,NULL
2020-10-04,2,NULL,NULL,NULL
2020-10-05,6,NULL,NULL,NULL
2020-10-06,14,NULL,NULL,NULL
2020-10-07,13,NULL,NULL,NULL
2020-10-08,10,NULL,NULL,NULL
2020-10-09,11,NULL,NULL,NULL
2020-10-10,17,NULL,NULL,NULL
2020-10-11,13,NULL,NULL,NULL
2020-10-12,3,NULL,NULL,NULL
2020-10-13,12,NULL,NULL,NULL
2020-10-14,7,NULL,NULL,NULL
2020-10-15,21,NULL,NULL,NULL
2020-10-16,11,NULL,NULL,NULL
2020-10-17,3,NULL,NULL,NULL
2020-10-18,13,NULL,NULL,NULL
2020-10-19,10,NULL,NULL,NULL
2020-10-20,9,NULL,NULL,NULL
2020-10-21,5,NULL,NULL,NULL
2020-10-22,5,NULL,NULL,NULL
2020-10-23,13,NULL,NULL,NULL
2020-10-24,10,NULL,NULL,NULL
2020-10-25,3,NULL,NULL,NULL
2020-10-26,3,NULL,NULL,NULL
2020-10-27,18,NULL,NULL,NULL
2020-10-28,7,NULL,NULL,NULL
2020-10-29,5,NULL,NULL,NULL
2020-10-30,10,NULL,NULL,NULL
2020-10-31,0,NULL,NULL,NULL
2020-11-01,14,NULL,NULL,NULL
2020-11-02,0,NULL,NULL,NULL
2020-11-03,14,NULL,NULL,NULL
2020-11-04,3,NULL,NULL,NULL
2020-11-05,11,NULL,NULL,NULL
2020-11-06,9,NULL,NULL,NULL
2020-11-07,4,NULL,NULL,NULL
2020-11-08,3,NULL,NULL,NULL
2020-11-09,4,NULL,NULL,NULL
2020-11-10,9,NULL,NULL,NULL
2020-11-11,3,NULL,NULL,NULL
2020-11-12,13,NULL,NULL,NULL
2020-11-13,10,NULL,NULL,NULL
2020-11-14,1,NULL,NULL,NULL
2020-11-15,6,NULL,NULL,NULL
2020-11-16,6,NULL,NULL,NULL
2020-11-17,4,NULL,NULL,NULL
2020-11-18,8,NULL,NULL,NULL
2020-11-19,3,NULL,NULL,NULL
2020-11-20,6,NULL,NULL,NULL
2020-11-21,6,NULL,NULL,NULL
2020-11-22,9,NULL,NULL,NULL
2020-11-23,5,NULL,NULL,NULL
2020-11-24,0,NULL,NULL,NULL
2020-11-25,5,NULL,NULL,NULL
2020-11-26,6,NULL,NULL,NULL
2020-11-27,1,NULL,NULL,NULL
2020-11-28,0,NULL,NULL,NULL
2020-11-29,18,NULL,NULL,NULL
2020-11-30,5,NULL,NULL,NULL
2020-12-01,12,NULL,NULL,NULL
2020-12-02,5,NULL,NULL,NULL
2020-12-03,2,NULL,NULL,NULL
2020-12-04,10,NULL,NULL,NULL
2020-12-05,3,NULL,NULL,NULL
2020-12-06,2,NULL,NULL,NULL
2020-12-07,2,NULL,NULL,NULL
2020-12-08,0,NULL,NULL,NULL
2020-12-09,2,NULL,NULL,NULL
2020-12-10,7,NULL,NULL,NULL
2020-12-11,5,NULL,NULL,NULL
2020-12-12,6,NULL,NULL,NULL
2020-12-13,18,NULL,NULL,NULL
2020-12-14,0,NULL,NULL,NULL
2020-12-15,13,NULL,NULL,NULL
2020-12-16,15,NULL,NULL,NULL
2020-12-17,17,NULL,NULL,NULL
2020-12-18,21,NULL,NULL,NULL
2020-12-19,28,NULL,NULL,NULL
2020-12-20,22,NULL,NULL,NULL
2020-12-21,12,NULL,NULL,NULL
2020-12-22,14,NULL,NULL,NULL
2020-12-23,21,NULL,NULL,NULL
2020-12-24,20,NULL,NULL,NULL
2020-12-25,13,NULL,NULL,NULL
2020-12-26,14,NULL,NULL,NULL
2020-12-27,18,NULL,NULL,NULL
2020-12-28,10,NULL,NULL,NULL
2020-12-29,32,NULL,NULL,NULL
2020-12-30,29,NULL,NULL,NULL
2020-12-31,35,NULL,NULL,NULL
2021-01-01,28,NULL,NULL,NULL
2021-01-02,28,NULL,NULL,NULL
2021-01-03,44,NULL,NULL,NULL
2021-01-04,15,NULL,NULL,NULL
2021-01-05,59,NULL,NULL,NULL
2021-01-06,39,NULL,NULL,NULL
2021-01-07,29,NULL,NULL,NULL
2021-01-08,60,NULL,NULL,NULL
2021-01-09,90,NULL,NULL,NULL
2021-01-10,27,NULL,NULL,NULL
2021-01-11,52,NULL,NULL,NULL
2021-01-12,78,NULL,NULL,NULL
2021-01-13,41,NULL,NULL,NULL
2021-01-14,63,NULL,NULL,NULL
2021-01-15,33,NULL,NULL,NULL
2021-01-16,48,NULL,NULL,NULL
2021-01-17,39,NULL,NULL,NULL
2021-01-18,24,NULL,NULL,NULL
2021-01-19,58,NULL,NULL,NULL
2021-01-20,34,NULL,NULL,NULL
2021-01-21,53,NULL,NULL,NULL
2021-01-22,39,NULL,NULL,NULL
2021-01-23,32,NULL,NULL,NULL
2021-01-24,24,NULL,NULL,NULL
2021-01-25,20,NULL,NULL,NULL
2021-01-26,43,NULL,NULL,NULL
2021-01-27,44,NULL,NULL,NULL
2021-01-28,27,NULL,NULL,NULL
2021-01-29,24,NULL,NULL,NULL
2021-01-30,26,NULL,NULL,NULL
2021-01-31,29,NULL,NULL,NULL
2021-02-01,9,NULL,NULL,NULL
2021-02-02,18,NULL,NULL,NULL
2021-02-03,14,NULL,NULL,NULL
2021-02-04,14,NULL,NULL,NULL
2021-02-05,16,NULL,NULL,NULL
2021-02-06,23,NULL,NULL,NULL
2021-02-07,23,NULL,NULL,NULL
2021-02-08,11,NULL,NULL,NULL
2021-02-09,30,NULL,NULL,NULL
2021-02-10,29,NULL,NULL,NULL
2021-02-11,13,NULL,NULL,NULL
2021-02-12,15,NULL,NULL,NULL
2021-02-13,25,NULL,NULL,NULL
2021-02-14,22,NULL,NULL,NULL
2021-02-15,19,NULL,NULL,NULL
2021-02-16,24,NULL,NULL,NULL
2021-02-17,35,NULL,NULL,NULL
2021-02-18,27,NULL,NULL,NULL
2021-02-19,24,NULL,NULL,NULL
2021-02-20,18,NULL,NULL,NULL
2021-02-21,54,NULL,NULL,NULL
2021-02-22,19,NULL,NULL,NULL
2021-02-23,14,NULL,NULL,NULL
2021-02-24,21,NULL,NULL,NULL
2021-02-25,29,NULL,NULL,NULL
2021-02-26,23,NULL,NULL,NULL
2021-02-27,15,NULL,NULL,NULL
2021-02-28,0,NULL,NULL,NULL
2021-03-01,13,NULL,NULL,NULL
2021-03-02,13,NULL,NULL,NULL
2021-03-03,56,NULL,NULL,NULL
2021-03-04,33,NULL,NULL,NULL
2021-03-05,0,NULL,NULL,NULL
2021-03-06,72,NULL,NULL,NULL
2021-03-07,15,NULL,NULL,NULL
2021-03-08,15,NULL,NULL,NULL
2021-03-09,20,NULL,NULL,NULL
2021-03-10,16,NULL,NULL,NULL
2021-03-11,14,NULL,NULL,NULL
2021-03-12,28,NULL,NULL,NULL
2021-03-13,14,NULL,NULL,NULL
2021-03-14,21,NULL,NULL,NULL
2021-03-15,18,NULL,NULL,NULL
2021-03-16,15,NULL,NULL,NULL
2021-03-17,13,NULL,NULL,NULL
2021-03-18,22,NULL,NULL,NULL
2021-03-19,15,NULL,NULL,NULL
2021-03-20,14,NULL,NULL,NULL
2021-03-21,9,NULL,NULL,NULL
2021-03-22,7,NULL,NULL,NULL
2021-03-23,13,NULL,NULL,NULL
2021-03-24,12,NULL,NULL,NULL
2021-03-25,12,NULL,NULL,NULL
2021-03-26,14,NULL,NULL,NULL
2021-03-27,21,NULL,NULL,NULL
2021-03-28,4,NULL,NULL,NULL
2021-03-29,3,NULL,NULL,NULL
2021-03-30,13,NULL,NULL,NULL
2021-03-31,10,NULL,NULL,NULL
2021-04-01,18,NULL,NULL,NULL
2021-04-02,21,NULL,NULL,NULL
2021-04-03,15,NULL,NULL,NULL
2021-04-04,5,NULL,NULL,NULL
2021-04-05,0,NULL,NULL,NULL
2021-04-06,8,NULL,NULL,NULL
2021-04-07,2,NULL,NULL,NULL
2021-04-08,10,NULL,NULL,NULL
2021-04-09,2,NULL,NULL,NULL
2021-04-10,5,NULL,NULL,NULL
2021-04-11,11,NULL,NULL,NULL
2021-04-12,4,NULL,NULL,NULL
2021-04-13,11,NULL,NULL,NULL
2021-04-14,10,NULL,NULL,NULL
2021-04-15,10,NULL,NULL,NULL
2021-04-16,13,NULL,NULL,NULL
2021-04-17,5,NULL,NULL,NULL
2021-04-18,14,NULL,NULL,NULL
2021-04-19,1,NULL,NULL,NULL
2021-04-20,14,NULL,NULL,NULL
2021-04-21,7,NULL,NULL,NULL
2021-04-22,4,NULL,NULL,NULL
2021-04-23,11,NULL,NULL,NULL
2021-04-24,5,NULL,NULL,NULL
2021-04-25,17,NULL,NULL,NULL
2021-04-26,1,NULL,NULL,NULL
2021-04-27,7,NULL,NULL,NULL
2021-04-28,9,NULL,NULL,NULL
2021-04-29,21,NULL,NULL,NULL
2021-04-30,6,NULL,NULL,NULL
2021-05-01,7,NULL,NULL,NULL
2021-05-02,3,NULL,NULL,NULL
2021-05-03,0,NULL,NULL,NULL
2021-05-04,6,NULL,NULL,NULL
2021-05-05,12,NULL,NULL,NULL
2021-05-06,7,NULL,NULL,NULL
2021-05-07,7,NULL,NULL,NULL
2021-05-08,12,NULL,NULL,NULL
2021-05-09,2,NULL,NULL,NULL
2021-05-10,5,NULL,NULL,NULL
2021-05-11,5,NULL,NULL,NULL
2021-05-12,2,NULL,NULL,NULL
2021-05-13,4,NULL,NULL,NULL
2021-05-14,1,NULL,NULL,NULL
2021-05-15,3,NULL,NULL,NULL
2021-05-16,2,NULL,NULL,NULL
2021-05-17,0,NULL,NULL,NULL
2021-05-18,0,NULL,NULL,NULL
2021-05-19,9,NULL,NULL,NULL
2021-05-20,3,NULL,NULL,NULL
2021-05-21,0,NULL,NULL,NULL
2021-05-22,3,NULL,NULL,NULL
2021-05-23,1,NULL,NULL,NULL
2021-05-24,0,NULL,NULL,NULL
2021-05-25,0,NULL,NULL,NULL
2021-05-26,0,NULL,NULL,NULL
2021-05-27,0,NULL,NULL,NULL
2021-05-28,0,NULL,NULL,NULL
2021-05-29,0,NULL,NULL,NULL
2021-05-30,0,NULL,NULL,NULL
2021-05-31,1,NULL,NULL,NULL
2021-06-01,2,NULL,NULL,NULL
2021-06-02,0,NULL,NULL,NULL
2021-06-03,0,NULL,NULL,NULL
2021-06-04,2,NULL,NULL,NULL
2021-06-05,1,NULL,NULL,NULL
2021-06-06,0,NULL,NULL,NULL
2021-06-07,0,NULL,NULL,NULL
2021-06-08,1,NULL,NULL,NULL
2021-06-09,0,NULL,NULL,NULL
2021-06-10,0,NULL,NULL,NULL
2021-06-11,0,NULL,NULL,NULL
2021-06-12,0,NULL,NULL,NULL
2021-06-13,0,NULL,NULL,NULL
2021-06-14,0,NULL,NULL,NULL
2021-06-15,0,NULL,NULL,NULL
2021-06-16,0,NULL,NULL,NULL
2021-06-17,0,NULL,NULL,NULL
2021-06-18,0,NULL,NULL,NULL
2021-06-19,0,NULL,NULL,NULL
2021-06-20,0,NULL,NULL,NULL
2021-06-21,0,NULL,NULL,NULL
2021-06-22,0,NULL,NULL,NULL
2021-06-23,2,NULL,NULL,NULL
2021-06-24,0,NULL,NULL,NULL
2021-06-25,0,NULL,NULL,NULL
2021-06-26,0,NULL,NULL,NULL
2021-06-27,0,NULL,NULL,NULL
2021-06-28,0,NULL,NULL,NULL
2021-06-29,0,NULL,NULL,NULL
2021-06-30,0,NULL,NULL,NULL
2021-07-01,0,NULL,NULL,NULL
2021-07-02,0,NULL,NULL,NULL
2021-07-03,0,NULL,NULL,NULL
2021-07-04,0,NULL,NULL,NULL
2021-07-05,0,NULL,NULL,NULL
2021-07-06,0,NULL,NULL,NULL
2021-07-07,0,NULL,NULL,NULL
2021-07-08,0,NULL,NULL,NULL
2021-07-09,0,NULL,NULL,NULL
2021-07-10,1,NULL,NULL,NULL
2021-07-11,0,NULL,NULL,NULL
2021-07-12,0,NULL,NULL,NULL
2021-07-13,0,NULL,NULL,NULL
2021-07-14,0,NULL,NULL,NULL
2021-07-15,3,NULL,NULL,NULL
2021-07-16,4,NULL,NULL,NULL
2021-07-17,0,NULL,NULL,NULL
2021-07-18,0,NULL,NULL,NULL
2021-07-19,0,NULL,NULL,NULL
2021-07-20,0,NULL,NULL,NULL
2021-07-21,0,NULL,NULL,NULL
2021-07-22,0,NULL,NULL,NULL
2021-07-23,1,NULL,NULL,NULL
2021-07-24,2,NULL,NULL,NULL
2021-07-25,0,NULL,NULL,NULL
2021-07-26,0,NULL,NULL,NULL
2021-07-27,1,NULL,NULL,NULL
2021-07-28,0,NULL,NULL,NULL
2021-07-29,0,NULL,NULL,NULL
2021-07-30,0,NULL,NULL,NULL
2021-07-31,0,NULL,NULL,NULL
2021-08-01,0,NULL,NULL,NULL
2021-08-02,0,NULL,NULL,NULL
2021-08-03,0,NULL,NULL,NULL
2021-08-04,0,NULL,NULL,NULL
2021-08-05,1,NULL,NULL,NULL
2021-08-06,0,NULL,NULL,NULL
2021-08-07,0,NULL,NULL,NULL
2021-08-08,0,NULL,NULL,NULL
2021-08-09,1,NULL,NULL,NULL
2021-08-10,0,NULL,NULL,NULL
2021-08-11,0,NULL,NULL,NULL
2021-08-12,0,NULL,NULL,NULL
2021-08-13,0,NULL,NULL,NULL
2021-08-14,0,NULL,NULL,NULL
2021-08-15,0,NULL,NULL,NULL
2021-08-16,2,NULL,NULL,NULL
2021-08-17,0,NULL,NULL,NULL
2021-08-18,NULL,0,0,0
2021-08-19,NULL,0,0,0
2021-08-20,NULL,0,0,0
2021-08-21,NULL,0,0,0
2021-08-22,NULL,0,0,0
2021-08-23,NULL,0,0,0
2021-08-24,NULL,0,0,0
2021-08-25,NULL,0,0,0
2021-08-26,NULL,0,0,0
2021-08-27,NULL,0,0,0
2021-08-28,NULL,0,0,0
2021-08-29,NULL,0,0,0
2021-08-30,NULL,0,0,1
2021-08-31,NULL,0,0,0
2021-09-01,NULL,0,0,0
2021-09-02,NULL,0,0,0
2021-09-03,NULL,0,0,0
2021-09-04,NULL,0,0,0
2021-09-05,NULL,0,0,0
2021-09-06,NULL,0,0,0
2021-09-07,NULL,0,0,0
2021-09-08,NULL,0,0,0
2021-09-09,NULL,0,0,0
2021-09-10,NULL,0,0,0
2021-09-11,NULL,0,0,0
2021-09-12,NULL,0,0,0
2021-09-13,NULL,0,0,0
2021-09-14,NULL,0,0,0
2021-09-15,NULL,0,0,0
2021-09-16,NULL,0,0,0
