Policy,Indicator,score,rank
C1_School closing,Control of corruption,0.010380076296811775,47
C1_School closing,Fixed telephone subscriptions,0.010372294322680144,48
C1_School closing,Rule of law,0.010250592399504552,49
C1_School closing,"Labor force participation rate, female (% of female population ages 15+)",0.009876585339683325,50
C1_School closing,Lending interest rate,0.009792851161838215,51
C1_School closing,"International tourism, receipts",0.009752081283782677,52
C1_School closing,Voice and accountability,0.009748145931883676,53
C1_School closing,Volume of imports of goods and services,0.009630277703482001,54
C1_School closing,Fragile States Index Total,0.00952333752244211,55
C1_School closing,Physicians,0.009358449647453183,56
C1_School closing,Net migration,0.009352966222241226,57
C1_School closing,Electricity production from oil sources,0.009288739719043856,58
C1_School closing,Aggregate score for the Political Rights category,0.009088830702708927,59
C1_School closing,"Unemployment, total (% of total labor force)",0.008976579716727554,60
C1_School closing,"Prevalence of HIV, total ",0.008896625117263688,61
C1_School closing,"Energy imports, net ",0.008861920480692039,62
C1_School closing,"Labor force participation rate, total (% of total population ages 15+)",0.008727316352485297,63
C1_School closing,Secure internet servers,0.008664331500030311,64
C1_School closing,Prevalence of anxiety disorders,0.008603562965154795,65
C1_School closing,Gini index (World Bank estimate),0.008493374969332772,66
C1_School closing,Progression to secondary school,0.008326564867994421,67
C1_School closing,Individuals using the internet,0.008312939273572878,68
C1_School closing,Output per worker,0.008261792360107574,69
C1_School closing,Total freedom in the world score ,0.008218166876367453,70
C1_School closing,"Immunization, DPT",0.008170593832091464,71
C1_School closing,Nitrous oxide emissions in energy sector,0.00807573898251403,72
C1_School closing,Prevalence of chronic kidney disease,0.00787646113556931,73
C1_School closing,Fossil fuel energy consumption,0.007755681709770911,74
C1_School closing,Aggregate score for the Civil Liberties category,0.007467094270784821,75
C1_School closing,Prevalence of overweight,0.007459302825585982,76
C1_School closing,Human Development Index,0.007451271466549385,77
C1_School closing,"Immunization, measles ",0.007428584643865601,78
C1_School closing,Households and NPISHs final consumption expenditure,0.007351236892089184,79
C1_School closing,Population,0.007345117849112342,80
C1_School closing,People with basic handwashing facilities including soap and water,0.007119060408812479,81
C1_School closing,Prevalence of down syndrome,0.006880368867062319,82
C1_School closing,Energy use,0.006402745486599588,83
C1_School closing,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.006323328798906476,84
C1_School closing,Prevalence of Diabetes,0.006320836515070276,85
C1_School closing,Government effectiveness,0.006228089048382425,86
C1_School closing,People using at least basic sanitation services,0.006075911195071085,87
C1_School closing,Press freedom score,0.006067560246980006,88
C1_School closing,Electricity production from renewable sources,0.005771896419762981,89
C1_School closing,"CPIA transparency, accountability, and corruption in the public sector",0.00569715973146796,90
C1_School closing,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.005591614112439424,91
C1_School closing,Proportion of people living below 50 percent of median income,0.005573014100426227,92
C1_School closing,Prevalence of Respiratory infections and tuberculosis,0.00546062832523848,93
C1_School closing,Starting a business,0.005243805532425685,94
C1_School closing,Women who believe a husband is justified in beating his wife (any of five reasons),0.0050541254828247945,95
C1_School closing,"Foreign direct investment, net inflows",0.004896895287687017,96
C1_School closing,Access to electricity,0.0048653852473783295,97
C1_School closing,Electricity production from coal sources,0.0037249825978142447,98
C1_School closing,PM2.5 air pollution,0.0036920808068914702,99
C1_School closing,"Literacy rate, adult total",0.003095773708223732,100
C1_School closing,Employment in services,0.002250623451682381,101
C1_School closing,SF6 gas emissions,0.0012840436136240393,102
C1_School closing,"Stocks traded, total value",0.0007712521494831414,103
C1_School closing,Energy related methane emissions,0.0007079589054009466,104
C1_School closing,Prevalence of Hypertensive heart disease,0.0,105
C2_Workplace closing,People using safely managed drinking water,0.01883136149356754,1
C2_Workplace closing,Refugee population by country or territory of asylum,0.018197497074837587,2
C2_Workplace closing,Urban population,0.017755409243593243,3
C2_Workplace closing,Mobile cellular subscriptions,0.01764590699688239,4
C2_Workplace closing,Prevalence of obesity,0.01660672466874513,5
C2_Workplace closing,Exports of goods and services,0.01637075205424938,6
C2_Workplace closing,Prevalence of COVID-19,0.016140758482964892,7
C2_Workplace closing,People using at least basic sanitation services,0.015754453532320013,8
C2_Workplace closing,PM2.5 air pollution,0.015083339552413996,9
C2_Workplace closing,Electricity production from oil sources,0.01505313430288368,10
C2_Workplace closing,Incidence of tuberculosis,0.015003874627270247,11
C2_Workplace closing,Prevalence of total cancers,0.01478414233748652,12
C2_Workplace closing,Proportion of women in managerial positions (%),0.014596869546717033,13
C2_Workplace closing,"Central government debt, total",0.01436273835618047,14
C2_Workplace closing,Fixed broadband subscriptions,0.014284115499085986,15
C2_Workplace closing,Combustible renewables and waste,0.014212090310710074,16
C2_Workplace closing,Total greenhouse gas emissions,0.013811468919336387,17
C2_Workplace closing,"Age dependency ratio, old",0.013712885164535522,18
C2_Workplace closing,Imports of goods and services percent of GDP,0.013705383043539123,19
C2_Workplace closing,Prevalence of Hypertensive heart disease,0.013575808836057777,20
C2_Workplace closing,"Prevalence of stunting, height for age",0.013521498340263473,21
C2_Workplace closing,Fixed telephone subscriptions,0.013489922554492184,22
C2_Workplace closing,Human Freedom Score ,0.013278097397067357,23
C2_Workplace closing,Merchandise trade,0.013176611584892015,24
C2_Workplace closing,Age dependency ratio,0.013015972228225264,25
C2_Workplace closing,"Primary completion rate, total",0.012913902334559345,26
C2_Workplace closing,Progression to secondary school,0.012660178488020318,27
C2_Workplace closing,Households and NPISHs final consumption expenditure,0.012511929119743,28
C2_Workplace closing,"International tourism, receipts",0.01233829542291241,29
C2_Workplace closing,"Energy imports, net ",0.012314903092006288,30
C2_Workplace closing,Life Ladder ,0.012270047212447692,31
C2_Workplace closing,Regulatory quality,0.012223066052110364,32
C2_Workplace closing,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.012116929384124038,33
C2_Workplace closing,"Labor force participation rate, female (% of female population ages 15+)",0.011974076245205653,34
C2_Workplace closing,"Intentional homicides (per 100,000 people)",0.011935248028430828,35
C2_Workplace closing,Net migration,0.0117344290939015,36
C2_Workplace closing,Energy use,0.011477202475186288,37
C2_Workplace closing,Employment in services,0.011211419968714543,38
C2_Workplace closing,Rule of law,0.01119746447708169,39
C2_Workplace closing,"Adjusted net savings, including particulate emission damage",0.010735350324909541,40
C2_Workplace closing,Human Development Index,0.01071883468849713,41
C2_Workplace closing,Electricity production from nuclear sources,0.010710547677081319,42
C2_Workplace closing,Political stability and absence of violence,0.010587335040355134,43
C2_Workplace closing,Corruption Perceptions Index,0.010491961217223364,44
C2_Workplace closing,Personal Freedom Score ,0.010460645834443966,45
C2_Workplace closing,"Foreign direct investment, net inflows",0.010349103654560203,46
C2_Workplace closing,Fossil fuel energy consumption,0.01023440428222703,47
C2_Workplace closing,Individuals using the internet,0.010201887934531383,48
C2_Workplace closing,Mortality due to COVID-19,0.00992595664560843,49
C2_Workplace closing,CO2 emissions,0.009819232708103674,50
C2_Workplace closing,"Immunization, DPT",0.009719868700732964,51
C2_Workplace closing,Prevalence of down syndrome,0.009678962234157863,52
C2_Workplace closing,Electricity production from coal sources,0.009591055972677485,53
C2_Workplace closing,Press freedom score,0.009325310584519854,54
C2_Workplace closing,Prevalence of Diabetes,0.009300579675103535,55
C2_Workplace closing,Nurses and midwives,0.009026937651405876,56
C2_Workplace closing,"Immunization, measles ",0.008849709181598385,57
C2_Workplace closing,Current health expenditure,0.008459795061578618,58
C2_Workplace closing,Total freedom in the world score ,0.00843997277219661,59
C2_Workplace closing,Volume of exports of goods and services,0.008338083479286218,60
C2_Workplace closing,Prevalence of overweight,0.008315376759182706,61
C2_Workplace closing,Gini index (World Bank estimate),0.008302295086596271,62
C2_Workplace closing,Summary exposure value tobacco,0.0082307831766517,63
C2_Workplace closing,Nitrous oxide emissions in energy sector,0.008223400472178146,64
C2_Workplace closing,Secure internet servers,0.007994663478689497,65
C2_Workplace closing,Prevalence of Depressive disorders,0.007989832180551453,66
C2_Workplace closing,Electric power consumption,0.00798448723349296,67
C2_Workplace closing,"Unemployment, total (% of total labor force)",0.007602138135956276,68
C2_Workplace closing,"Labor force participation rate, total (% of total population ages 15+)",0.007545123858503005,69
C2_Workplace closing,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.0073307423608484365,70
C2_Workplace closing,Aggregate score for the Civil Liberties category,0.007220200600438324,71
C2_Workplace closing,"Electricity production from oil, gas and coal sources",0.007121259383123527,72
C2_Workplace closing,Prevalence of anxiety disorders,0.007114699608534534,73
C2_Workplace closing,Output per worker,0.007096697097553452,74
C2_Workplace closing,Volume of imports of goods and services,0.006788723919611985,75
C2_Workplace closing,Women who believe a husband is justified in beating his wife (any of five reasons),0.006654842562625481,76
C2_Workplace closing,Prevalence of Respiratory infections and tuberculosis,0.0066411066559651935,77
C2_Workplace closing,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.006297294822571103,78
C2_Workplace closing,Fragile States Index Total,0.006287264560992809,79
C2_Workplace closing,"Literacy rate, adult total",0.00615902062189089,80
C2_Workplace closing,Serious assault (rate),0.006049275297888632,81
C2_Workplace closing,Control of corruption,0.005842356762758977,82
C2_Workplace closing,"CPIA transparency, accountability, and corruption in the public sector",0.0058382494918999,83
C2_Workplace closing,Renewable energy consumption ,0.005813248272278112,84
C2_Workplace closing,Prevalence of chronic kidney disease,0.005705136251765184,85
C2_Workplace closing,Voice and accountability,0.005581089032122958,86
C2_Workplace closing,Population,0.005426461418011618,87
C2_Workplace closing,Proportion of seats held by women in national parliaments,0.005403479823089979,88
C2_Workplace closing,Rural population,0.005299823389074695,89
C2_Workplace closing,Aggregate score for the Political Rights category,0.00526742088119291,90
C2_Workplace closing,People with basic handwashing facilities including soap and water,0.005158533424276999,91
C2_Workplace closing,Physicians,0.004838205515753367,92
C2_Workplace closing,Lending interest rate,0.004768582890790054,93
C2_Workplace closing,Hospital beds,0.004716390795761383,94
C2_Workplace closing,Starting a business,0.004606057856743047,95
C2_Workplace closing,Economic Freedom Score,0.004434897781069056,96
C2_Workplace closing,Access to electricity,0.00431066500806454,97
C2_Workplace closing,Government effectiveness,0.003303305184678578,98
C2_Workplace closing,"Government expenditure of education, total",0.002943221502858373,99
C2_Workplace closing,"Stocks traded, total value",0.0024438817565870263,100
C2_Workplace closing,Energy related methane emissions,0.002318621264365866,101
C2_Workplace closing,SF6 gas emissions,0.001794305398876031,102
C2_Workplace closing,"Prevalence of HIV, total ",0.0010962007943204487,103
C2_Workplace closing,Proportion of people living below 50 percent of median income,0.000325194766254777,104
C2_Workplace closing,Electricity production from renewable sources,0.0,105
C3_Cancel public events,People using safely managed drinking water,0.017975231345549014,1
C3_Cancel public events,Refugee population by country or territory of asylum,0.017713288423416376,2
C3_Cancel public events,Urban population,0.01764626834199959,3
C3_Cancel public events,Prevalence of obesity,0.01643046696463326,4
C3_Cancel public events,Exports of goods and services,0.016052896296554226,5
C3_Cancel public events,Prevalence of COVID-19,0.015729136444995236,6
C3_Cancel public events,Prevalence of total cancers,0.01544114412653965,7
C3_Cancel public events,Mobile cellular subscriptions,0.015381722970461751,8
C3_Cancel public events,People using at least basic sanitation services,0.014953292330450686,9
C3_Cancel public events,Electricity production from oil sources,0.014923446757937482,10
C3_Cancel public events,CO2 emissions,0.014889114325805655,11
C3_Cancel public events,"Stocks traded, total value",0.014797573439602772,12
C3_Cancel public events,Proportion of women in managerial positions (%),0.014726262917470756,13
C3_Cancel public events,"Central government debt, total",0.01456023304254846,14
C3_Cancel public events,"Immunization, DPT",0.014210155615623887,15
C3_Cancel public events,Imports of goods and services percent of GDP,0.01402277418461955,16
C3_Cancel public events,Electricity production from nuclear sources,0.013997763387930868,17
C3_Cancel public events,Individuals using the internet,0.013910016012699743,18
C3_Cancel public events,"Prevalence of stunting, height for age",0.013871786886412305,19
C3_Cancel public events,Prevalence of down syndrome,0.013818986716939511,20
C3_Cancel public events,Personal Freedom Score ,0.013756946873393532,21
C3_Cancel public events,"Foreign direct investment, net inflows",0.013615511239408845,22
C3_Cancel public events,Age dependency ratio,0.01313926277912952,23
C3_Cancel public events,Gini index (World Bank estimate),0.012963085532695377,24
C3_Cancel public events,"Prevalence of HIV, total ",0.012726451714553118,25
C3_Cancel public events,Incidence of tuberculosis,0.012716879969904426,26
C3_Cancel public events,Prevalence of Diabetes,0.012514050433587439,27
C3_Cancel public events,Human Development Index,0.012288900477577218,28
C3_Cancel public events,Fixed telephone subscriptions,0.01224442617603265,29
C3_Cancel public events,Political stability and absence of violence,0.011836615499649497,30
C3_Cancel public events,Net migration,0.01172289535173804,31
C3_Cancel public events,"Electricity production from oil, gas and coal sources",0.011674583694471236,32
C3_Cancel public events,Press freedom score,0.011659670120563301,33
C3_Cancel public events,Regulatory quality,0.011633380001567209,34
C3_Cancel public events,Combustible renewables and waste,0.011611767357534714,35
C3_Cancel public events,Prevalence of chronic kidney disease,0.01153117438065888,36
C3_Cancel public events,Fossil fuel energy consumption,0.011447203106805361,37
C3_Cancel public events,"Labor force participation rate, female (% of female population ages 15+)",0.011069526129198986,38
C3_Cancel public events,Total greenhouse gas emissions,0.010924014164848717,39
C3_Cancel public events,Prevalence of Hypertensive heart disease,0.010913494349093122,40
C3_Cancel public events,Energy use,0.01091028882907519,41
C3_Cancel public events,Rule of law,0.010748008051049878,42
C3_Cancel public events,Population,0.010431497363137796,43
C3_Cancel public events,"Adjusted net savings, including particulate emission damage",0.010410242046655372,44
C3_Cancel public events,"Age dependency ratio, old",0.010349674243047594,45
C3_Cancel public events,"Primary completion rate, total",0.010315358006197194,46
C3_Cancel public events,"Energy imports, net ",0.010315086870723918,47
C3_Cancel public events,Human Freedom Score ,0.010175456969103545,48
C3_Cancel public events,"Immunization, measles ",0.010133163385520637,49
C3_Cancel public events,Starting a business,0.009975771392551954,50
C3_Cancel public events,"Government expenditure of education, total",0.0097411518751818,51
C3_Cancel public events,"Literacy rate, adult total",0.009574480778969758,52
C3_Cancel public events,Prevalence of Respiratory infections and tuberculosis,0.009558002129899526,53
C3_Cancel public events,PM2.5 air pollution,0.009535401710618641,54
C3_Cancel public events,Summary exposure value tobacco,0.009347181782124674,55
C3_Cancel public events,Renewable energy consumption ,0.009310144495149122,56
C3_Cancel public events,Current health expenditure,0.009109677435807168,57
C3_Cancel public events,Government effectiveness,0.009074336419450466,58
C3_Cancel public events,Fixed broadband subscriptions,0.008929096672995868,59
C3_Cancel public events,"CPIA transparency, accountability, and corruption in the public sector",0.008913840685529497,60
C3_Cancel public events,Fragile States Index Total,0.008901929046508914,61
C3_Cancel public events,Volume of exports of goods and services,0.008900682852064959,62
C3_Cancel public events,Total freedom in the world score ,0.008799143604392146,63
C3_Cancel public events,Output per worker,0.008702947765363277,64
C3_Cancel public events,Life Ladder ,0.008606075388256945,65
C3_Cancel public events,People with basic handwashing facilities including soap and water,0.00851719305903398,66
C3_Cancel public events,Lending interest rate,0.008338326027588055,67
C3_Cancel public events,Electric power consumption,0.00827701035737578,68
C3_Cancel public events,Progression to secondary school,0.008011393774663419,69
C3_Cancel public events,Nurses and midwives,0.007589849549151767,70
C3_Cancel public events,"International tourism, receipts",0.007541051424061386,71
C3_Cancel public events,"Unemployment, total (% of total labor force)",0.007258765093571,72
C3_Cancel public events,"Labor force participation rate, total (% of total population ages 15+)",0.007114016491701223,73
C3_Cancel public events,"Intentional homicides (per 100,000 people)",0.0070922035507976254,74
C3_Cancel public events,Secure internet servers,0.006949974036997604,75
C3_Cancel public events,Serious assault (rate),0.006919978077399642,76
C3_Cancel public events,Aggregate score for the Civil Liberties category,0.006871188616415198,77
C3_Cancel public events,Proportion of people living below 50 percent of median income,0.006799259549021496,78
C3_Cancel public events,Access to electricity,0.006519441350577985,79
C3_Cancel public events,Control of corruption,0.006468665284157583,80
C3_Cancel public events,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.006271009268979984,81
C3_Cancel public events,Economic Freedom Score,0.006051761631792621,82
C3_Cancel public events,Electricity production from coal sources,0.005913518629942359,83
C3_Cancel public events,Nitrous oxide emissions in energy sector,0.0056659517337214575,84
C3_Cancel public events,Rural population,0.005592073707129554,85
C3_Cancel public events,Proportion of seats held by women in national parliaments,0.005477463290478275,86
C3_Cancel public events,Voice and accountability,0.0054541267019528016,87
C3_Cancel public events,Households and NPISHs final consumption expenditure,0.005309321327659438,88
C3_Cancel public events,Aggregate score for the Political Rights category,0.005190648420385288,89
C3_Cancel public events,Prevalence of anxiety disorders,0.0049089624011427295,90
C3_Cancel public events,Volume of imports of goods and services,0.004752222604077094,91
C3_Cancel public events,Women who believe a husband is justified in beating his wife (any of five reasons),0.00462718062342251,92
C3_Cancel public events,Corruption Perceptions Index,0.0045187916296136775,93
C3_Cancel public events,Prevalence of overweight,0.004173250752828731,94
C3_Cancel public events,Merchandise trade,0.003886530500860633,95
C3_Cancel public events,Mortality due to COVID-19,0.00358656377323986,96
C3_Cancel public events,Prevalence of Depressive disorders,0.003287601622434004,97
C3_Cancel public events,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.0031376367953204814,98
C3_Cancel public events,Electricity production from renewable sources,0.003014638442717736,99
C3_Cancel public events,Hospital beds,0.0027577235886193764,100
C3_Cancel public events,Energy related methane emissions,0.0024980357480270405,101
C3_Cancel public events,Employment in services,0.002442801619833885,102
C3_Cancel public events,SF6 gas emissions,0.002001059431400065,103
C3_Cancel public events,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.00140276982792851,104
C3_Cancel public events,Physicians,0.0,105
C4_Restrictions on gatherings,People using safely managed drinking water,0.018417148093493447,1
C4_Restrictions on gatherings,Refugee population by country or territory of asylum,0.01573113064241723,2
C4_Restrictions on gatherings,Urban population,0.015223028824386007,3
C4_Restrictions on gatherings,Starting a business,0.01425935180157017,4
C4_Restrictions on gatherings,Prevalence of COVID-19,0.014089755669819206,5
C4_Restrictions on gatherings,CO2 emissions,0.014051536698830422,6
C4_Restrictions on gatherings,Prevalence of total cancers,0.01383727217291609,7
C4_Restrictions on gatherings,Exports of goods and services,0.013796096028066146,8
C4_Restrictions on gatherings,Gini index (World Bank estimate),0.013618389807526533,9
C4_Restrictions on gatherings,"Government expenditure of education, total",0.013418882785421563,10
C4_Restrictions on gatherings,Prevalence of Diabetes,0.013408581015728012,11
C4_Restrictions on gatherings,Prevalence of Respiratory infections and tuberculosis,0.013386545651690345,12
C4_Restrictions on gatherings,Electricity production from oil sources,0.013089109906746735,13
C4_Restrictions on gatherings,Electricity production from coal sources,0.012944849867058133,14
C4_Restrictions on gatherings,Progression to secondary school,0.012903040152443495,15
C4_Restrictions on gatherings,Individuals using the internet,0.012861238386684504,16
C4_Restrictions on gatherings,"Central government debt, total",0.01282092098762739,17
C4_Restrictions on gatherings,Proportion of women in managerial positions (%),0.012726535457515693,18
C4_Restrictions on gatherings,Prevalence of obesity,0.012718224784023246,19
C4_Restrictions on gatherings,"Labor force participation rate, female (% of female population ages 15+)",0.012648328902978845,20
C4_Restrictions on gatherings,Proportion of people living below 50 percent of median income,0.012434349260859012,21
C4_Restrictions on gatherings,Personal Freedom Score ,0.01225696669092375,22
C4_Restrictions on gatherings,"Prevalence of stunting, height for age",0.012165287536506373,23
C4_Restrictions on gatherings,Population,0.012015428730351645,24
C4_Restrictions on gatherings,Press freedom score,0.011989067428944913,25
C4_Restrictions on gatherings,Total freedom in the world score ,0.0119682256827406,26
C4_Restrictions on gatherings,Control of corruption,0.01194643605772287,27
C4_Restrictions on gatherings,Fixed telephone subscriptions,0.0118754495070306,28
C4_Restrictions on gatherings,Fragile States Index Total,0.011808014977549347,29
C4_Restrictions on gatherings,Renewable energy consumption ,0.011517832605785198,30
C4_Restrictions on gatherings,Physicians,0.011334821808114579,31
C4_Restrictions on gatherings,Secure internet servers,0.011135761700134954,32
C4_Restrictions on gatherings,Imports of goods and services percent of GDP,0.011065136130533839,33
C4_Restrictions on gatherings,Political stability and absence of violence,0.011037114644248619,34
C4_Restrictions on gatherings,Combustible renewables and waste,0.01102927153902911,35
C4_Restrictions on gatherings,Corruption Perceptions Index,0.011018946199927904,36
C4_Restrictions on gatherings,Prevalence of Hypertensive heart disease,0.010844491920658306,37
C4_Restrictions on gatherings,Regulatory quality,0.01083386428090865,38
C4_Restrictions on gatherings,Rural population,0.010748193004402514,39
C4_Restrictions on gatherings,"Immunization, measles ",0.010748153343315688,40
C4_Restrictions on gatherings,"Immunization, DPT",0.010713488306469062,41
C4_Restrictions on gatherings,"Adjusted net savings, including particulate emission damage",0.010699437991000538,42
C4_Restrictions on gatherings,Fixed broadband subscriptions,0.010617513074881756,43
C4_Restrictions on gatherings,Proportion of seats held by women in national parliaments,0.01050055296564306,44
C4_Restrictions on gatherings,Electricity production from renewable sources,0.010480782662652257,45
C4_Restrictions on gatherings,"Foreign direct investment, net inflows",0.01041380978665338,46
C4_Restrictions on gatherings,Life Ladder ,0.010362512212513724,47
C4_Restrictions on gatherings,Electric power consumption,0.01029171490041238,48
C4_Restrictions on gatherings,"Labor force participation rate, total (% of total population ages 15+)",0.010155073693764491,49
C4_Restrictions on gatherings,"Intentional homicides (per 100,000 people)",0.010115178083458793,50
C4_Restrictions on gatherings,People with basic handwashing facilities including soap and water,0.010073745567281928,51
C4_Restrictions on gatherings,Nurses and midwives,0.009997171319909107,52
C4_Restrictions on gatherings,Aggregate score for the Civil Liberties category,0.009782983769729863,53
C4_Restrictions on gatherings,Volume of imports of goods and services,0.009771492109657767,54
C4_Restrictions on gatherings,Current health expenditure,0.009643168756094783,55
C4_Restrictions on gatherings,Output per worker,0.009636508908697402,56
C4_Restrictions on gatherings,Employment in services,0.009081259658161858,57
C4_Restrictions on gatherings,"Primary completion rate, total",0.00899656292947305,58
C4_Restrictions on gatherings,Merchandise trade,0.00896930036933647,59
C4_Restrictions on gatherings,"Electricity production from oil, gas and coal sources",0.008957206689341394,60
C4_Restrictions on gatherings,Economic Freedom Score,0.00894699372561401,61
C4_Restrictions on gatherings,Rule of law,0.008873930437825334,62
C4_Restrictions on gatherings,Age dependency ratio,0.00876701915159551,63
C4_Restrictions on gatherings,Prevalence of down syndrome,0.008678824765185972,64
C4_Restrictions on gatherings,Households and NPISHs final consumption expenditure,0.008662071835029362,65
C4_Restrictions on gatherings,People using at least basic sanitation services,0.008437880193122816,66
C4_Restrictions on gatherings,Voice and accountability,0.008346821975262458,67
C4_Restrictions on gatherings,"Literacy rate, adult total",0.008318138771715807,68
C4_Restrictions on gatherings,Lending interest rate,0.008284246178434523,69
C4_Restrictions on gatherings,Mobile cellular subscriptions,0.00802789342363231,70
C4_Restrictions on gatherings,"Energy imports, net ",0.0079892665219617,71
C4_Restrictions on gatherings,Government effectiveness,0.00796158476699811,72
C4_Restrictions on gatherings,Fossil fuel energy consumption,0.007828507428790911,73
C4_Restrictions on gatherings,Prevalence of chronic kidney disease,0.007819441626176914,74
C4_Restrictions on gatherings,Summary exposure value tobacco,0.007769551871085678,75
C4_Restrictions on gatherings,Incidence of tuberculosis,0.007734785195117503,76
C4_Restrictions on gatherings,Prevalence of anxiety disorders,0.0077108805320366715,77
C4_Restrictions on gatherings,Prevalence of overweight,0.007655805406285946,78
C4_Restrictions on gatherings,Serious assault (rate),0.007464054053654245,79
C4_Restrictions on gatherings,Human Development Index,0.007240613468804511,80
C4_Restrictions on gatherings,"Age dependency ratio, old",0.007034594283528183,81
C4_Restrictions on gatherings,Prevalence of Depressive disorders,0.006995844512583999,82
C4_Restrictions on gatherings,"Prevalence of HIV, total ",0.006984954506978921,83
C4_Restrictions on gatherings,Volume of exports of goods and services,0.006876277421133545,84
C4_Restrictions on gatherings,Mortality due to COVID-19,0.006824597917557488,85
C4_Restrictions on gatherings,"Unemployment, total (% of total labor force)",0.006742064548356993,86
C4_Restrictions on gatherings,"CPIA transparency, accountability, and corruption in the public sector",0.00670162332774473,87
C4_Restrictions on gatherings,PM2.5 air pollution,0.006500468182369949,88
C4_Restrictions on gatherings,"International tourism, receipts",0.006470484797556138,89
C4_Restrictions on gatherings,Energy use,0.006327058953106411,90
C4_Restrictions on gatherings,Aggregate score for the Political Rights category,0.006004819575619031,91
C4_Restrictions on gatherings,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.0059573029814844365,92
C4_Restrictions on gatherings,Net migration,0.005807712643927279,93
C4_Restrictions on gatherings,Human Freedom Score ,0.005729255850559388,94
C4_Restrictions on gatherings,Women who believe a husband is justified in beating his wife (any of five reasons),0.005514100462945937,95
C4_Restrictions on gatherings,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.005343196918698985,96
C4_Restrictions on gatherings,Total greenhouse gas emissions,0.005146192450230894,97
C4_Restrictions on gatherings,Hospital beds,0.004989281034061596,98
C4_Restrictions on gatherings,SF6 gas emissions,0.004077737064827969,99
C4_Restrictions on gatherings,"Stocks traded, total value",0.00391472005560173,100
